Well API,Well Tier,Well Type,Operator Name,Field,Well Designation,CalGEM District,County,Lease,City,Latitude,Longitude,View in WellFinder,x,y
0401905194,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Jacalitos,85,Central,Fresno,Unspecified,Fresno County,36.09915543,-120.3622818,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905194&config=WellFinder,-32577.507199998945,-213037.1688000001
0401905192,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Jacalitos,75,Central,Fresno,Unspecified,Fresno County,36.09925079,-120.36450195,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905192&config=WellFinder,-32777.115299999714,-213025.80790000036
0401905191,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Jacalitos,74,Central,Fresno,Unspecified,Fresno County,36.10092163,-120.36453247,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905191&config=WellFinder,-32779.14600000158,-212840.14470000006
0401905190,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Jacalitos,73,Central,Fresno,Unspecified,Fresno County,36.10280609,-120.36430359,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905190&config=WellFinder,-32757.759700000286,-212630.83499999996
0401905188,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Jacalitos,67,Central,Fresno,Unspecified,Fresno County,36.09548569,-120.36669159,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905188&config=WellFinder,-32975.63819999993,-213443.40070000011
0401905187,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Jacalitos,64,Central,Fresno,Unspecified,Fresno County,36.10122299,-120.36614227,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905187&config=WellFinder,-32923.775899998844,-212806.1018000003
0401905186,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Jacalitos,63,Central,Fresno,Unspecified,Fresno County,36.10277176,-120.36685944,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905186&config=WellFinder,-32987.60040000081,-212633.7633999996
0401905185,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Jacalitos,62,Central,Fresno,Unspecified,Fresno County,36.10455704,-120.36687469,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905185&config=WellFinder,-32988.2041000016,-212435.38929999992
0401905184,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Jacalitos,52,Central,Fresno,Unspecified,Fresno County,36.10460281,-120.36909485,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905184&config=WellFinder,-33187.819899998605,-212429.52880000044
0401905183,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Jacalitos,47,Central,Fresno,Unspecified,Fresno County,36.09544373,-120.3711319,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905183&config=WellFinder,-33374.97399999946,-213446.5092000002
0401905182,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Jacalitos,42,Central,Fresno,Unspecified,Fresno County,36.10461807,-120.37132263,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905182&config=WellFinder,-33388.133900001645,-212427.05099999998
0401905181,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Jacalitos,41,Central,Fresno,Unspecified,Fresno County,36.10642624,-120.37133789,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905181&config=WellFinder,-33388.719099998474,-212226.1333999997
0401905180,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Jacalitos,32,Central,Fresno,Unspecified,Fresno County,36.10504913,-120.37336731,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905180&config=WellFinder,-33571.80160000175,-212378.43240000028
0401905179,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Jacalitos,31,Central,Fresno,Unspecified,Fresno County,36.10666275,-120.37351227,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905179&config=WellFinder,-33584.12990000099,-212199.0859000003
0401905178,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Jacalitos,21,Central,Fresno,Unspecified,Fresno County,36.10642624,-120.37574005,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905178&config=WellFinder,-33784.54930000007,-212224.57380000036
0401905093,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Helm,Noble 25-9,Central,Fresno,Noble,Fresno County,36.46549225,-120.02796173,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905093&config=WellFinder,-2501.357200000435,-172390.18260000087
0401905091,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Helm,Noble 16X-9,Central,Fresno,Noble,Fresno County,36.46458817,-120.03018951,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905091&config=WellFinder,-2700.7690000012517,-172490.59500000067
0401905061,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Helm,Noble F2-9,Central,Fresno,Noble,Fresno County,36.4681282,-120.02907562,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905061&config=WellFinder,-2600.9572999998927,-172097.21030000038
0401905060,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Helm,Noble 2-9,Central,Fresno,Noble,Fresno County,36.47089005,-120.03019714,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905060&config=WellFinder,-2701.228900000453,-171790.2444000002
0401905059,Tier 3,Water Disposal,"Petro-Lud, Inc.",Helm,Noble 35-9,Central,Fresno,Noble,Fresno County,36.46546173,-120.02571106,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905059&config=WellFinder,-2299.929699998349,-172393.6314000003
0401905041,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Helm,Noble 54-6,Central,Fresno,Noble,Fresno County,36.48165512,-120.05715179,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905041&config=WellFinder,-5112.699799999595,-170592.7686999999
0401905038,Tier 3,Water Disposal,"Petro-Lud, Inc.",Helm,Noble 868X-5,Central,Fresno,Noble,Fresno County,36.47439575,-120.03757477,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905038&config=WellFinder,-3361.304200001061,-171400.4068
0401905034,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Helm,Noble 38X-5,Central,Fresno,Noble,Fresno County,36.47434998,-120.04476166,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905034&config=WellFinder,-4004.4373000003397,-171405.21409999952
0401905030,Tier 3,Oil & Gas,"Petro-Lud, Inc.",Helm,Noble F4-5,Central,Fresno,Noble,Fresno County,36.47515869,-120.04725647,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401905030&config=WellFinder,-4227.644799999893,-171315.23069999926
0401904868,Tier 2,Oil & Gas,Valid Energy Company,Guijarral Hills,Polvadero Unit 44-1,Central,Fresno,Polvadero Unit,Fresno County,36.13117599,-120.19235992,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401904868&config=WellFinder,-17289.880399998277,-209523.90660000034
0401904654,Tier 3,Oil & Gas,Valid Energy Company,"Coalinga, East, Extension",82,Central,Fresno,Unspecified,Fresno County,36.17769623,-120.26571655,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401904654&config=WellFinder,-23869.32389999926,-204338.7951999996
0401904653,Tier 3,Oil & Gas,Valid Energy Company,"Coalinga, East, Extension",73,Central,Fresno,Unspecified,Fresno County,36.17585754,-120.26900482,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401904653&config=WellFinder,-24165.3022999987,-204542.27390000038
0401904639,Tier 3,Oil & Gas,Valid Energy Company,"Coalinga, East, Extension",88,Central,Fresno,Unspecified,Fresno County,36.18148041,-120.26573181,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401904639&config=WellFinder,-23869.516199998558,-203918.29979999922
0401904637,Tier 3,Oil & Gas,Valid Energy Company,"Coalinga, East, Extension",86,Central,Fresno,Unspecified,Fresno County,36.18510437,-120.26577759,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401904637&config=WellFinder,-23872.49980000034,-203515.59940000065
0401904601,Tier 3,Oil & Gas,Valid Energy Company,"Coalinga, East, Extension",7,Central,Fresno,Unspecified,Fresno County,36.18330765,-120.26351929,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401904601&config=WellFinder,-23670.201999999583,-203715.81450000033
0401904404,Tier 3,Dry Hole,Southeastern Limited Oil Co.,"Coalinga, East, Extension",1,Central,Fresno,Unspecified,Fresno County,36.19438553,-120.28390503,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401904404&config=WellFinder,-25497.715500000864,-202479.56799999997
0401904011,Tier 4,Dry Hole,Vancouver California,Any Field,1,Central,Fresno,Unspecified,Fresno County,36.18716431,-120.30171204,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401904011&config=WellFinder,-27099.59549999982,-203277.04169999994
0401900459,Tier 2,Oil & Gas,"Towne Exploration Company, LP",Coalinga,4-D,Central,Fresno,Unspecified,Fresno County,36.12376785,-120.38680267,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401900459&config=WellFinder,-34771.40799999982,-210293.67640000023
0401900455,Tier 2,Oil & Gas,"Towne Exploration Company, LP",Coalinga,3,Central,Fresno,Unspecified,Fresno County,36.12516022,-120.38658905,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401900455&config=WellFinder,-34751.57339999825,-210139.0421000002
0401900453,Tier 2,Oil & Gas,"Towne Exploration Company, LP",Coalinga,1,Central,Fresno,Unspecified,Fresno County,36.12513733,-120.38909912,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401900453&config=WellFinder,-34977.22720000148,-210140.6623999998
0401320374,Tier 3,Dry Gas,"PEOCO, LLC",Dutch Slough Gas,Scopesi 3,Northern,Contra Costa,Scopesi,Contra Costa County,38.04040909,-121.66194153,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401320374&config=WellFinder,-145661.59559999965,3948.9943000003695
0401320368,Tier 4,Dry Gas,"PEOCO, LLC",Dutch Slough Gas,R.D. Reedy 4,Northern,Contra Costa,R.D. Reedy,Contra Costa County,38.04876709,-121.66156006,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401320368&config=WellFinder,-145611.8822000008,4877.3946000002325
0401320367,Tier 4,Dry Gas,"PEOCO, LLC",Dutch Slough Gas,R.D. Reedy 3,Northern,Contra Costa,R.D. Reedy,Contra Costa County,38.04911804,-121.66164398,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401320367&config=WellFinder,-145618.5521000009,4916.5314000006765
0401320365,Tier 3,Dry Gas,"PEOCO, LLC",Dutch Slough Gas,R.D. Reedy 2,Northern,Contra Costa,R.D. Reedy,Contra Costa County,38.04861069,-121.65539551,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401320365&config=WellFinder,-145072.00229999982,4850.560499999672
0401320363,Tier 4,Dry Gas,"PEOCO, LLC",Dutch Slough Gas,R.D. Reedy 1,Northern,Contra Costa,R.D. Reedy,Contra Costa County,38.04917908,-121.66162872,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401320363&config=WellFinder,-145617.09600000083,4923.292500000447
0401320362,Tier 2,Dry Gas,"PEOCO, LLC",Los Medanos Gas,Banshee 1-7,Northern,Contra Costa,Banshee,Contra Costa County,38.02772903,-122.01989746,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401320362&config=WellFinder,-177060.74640000053,3148.893200000748
0401320213,Tier 2,Dry Gas,"PEOCO, LLC",Los Medanos Gas,Neely 1,Northern,Contra Costa,Neely,Contra Costa County,38.02666092,-121.98821259,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401320213&config=WellFinder,-174286.18759999983,2971.471599999815
0401320168,Tier 3,Dry Gas,"Sunset Exploration, Inc.","Brentwood, East, Gas",NGC-Nunn 2,Northern,Contra Costa,NGC-Nunn,Contra Costa County,37.9446373,-121.68241882,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401320168&config=WellFinder,-147645.08210000023,-6664.305900000036
0401320153,Tier 3,Dry Gas,"Sunset Exploration, Inc.","Brentwood, East, Gas",NGC-Nunn 1,Northern,Contra Costa,NGC-Nunn,Contra Costa County,37.9446106,-121.68299103,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401320153&config=WellFinder,-147695.34569999948,-6666.382300000638
0401300310,Tier 2,Gas,William Edwards,Any Field,1,Northern,Contra Costa,Unspecified,Martinez,37.97741318,-122.12886047,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401300310&config=WellFinder,-186736.33970000036,-2234.156899999827
0401120967,Tier 3,Dry Gas,"Royale Energy, Inc.",Any Field,Nugget 1,Northern,Colusa,Nugget,Colusa County,39.07891846,-122.05994415,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120967&config=WellFinder,-178032.0583999995,120044.26539999992
0401120965,Tier 3,Dry Gas,"Royale Energy, Inc.",Any Field,McKinney 1,Northern,Colusa,McKinney,Colusa County,39.10913849,-122.09437561,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120965&config=WellFinder,-180933.16999999993,123467.32670000009
0401120954,Tier 3,Dry Gas,"Royale Energy, Inc.",Any Field,Cardiff 1,Northern,Colusa,Cardiff,Colusa County,39.10606003,-122.09140778,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120954&config=WellFinder,-180684.36590000056,123119.60869999975
0401120951,Tier 4,Dry Gas,"Royale Energy, Inc.",Williams Gas,Memento 1,Northern,Colusa,Memento,Colusa County,39.17898178,-122.12297058,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120951&config=WellFinder,-183229.29549999908,131282.62429999933
0401120950,Tier 3,Dry Gas,"Royale Energy, Inc.",Arbuckle Gas,Somerset 1,Northern,Colusa,Somerset,Colusa County,39.09078217,-122.07969666,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120950&config=WellFinder,-179709.99960000068,121399.76689999923
0401120945,Tier 3,Dry Gas,"Royale Energy, Inc.",Arbuckle Gas,Zodiac 1,Northern,Colusa,Zodiac,Colusa County,39.09244537,-122.06703949,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120945&config=WellFinder,-178612.41000000015,121560.65399999917
0401120943,Tier 4,Dry Gas,"Royale Energy, Inc.",Arbuckle Gas,Dorset 1,Northern,Colusa,Dorset,Colusa County,39.08711243,-122.06421661,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120943&config=WellFinder,-178381.4263000004,120962.77070000023
0401120934,Tier 3,Dry Gas,"Royale Energy, Inc.",Any Field,Jewel 1,Northern,Colusa,Jewel,Colusa County,39.1552887,-122.11844635,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120934&config=WellFinder,-182897.7134000007,128641.35109999962
0401120911,Tier 3,Dry Gas,"Royale Energy, Inc.",Williams Gas,Goddard 3,Northern,Colusa,Goddard,Colusa County,39.16577148,-122.11890411,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120911&config=WellFinder,-182911.19260000065,129806.97929999977
0401120908,Tier 4,Dry Gas,"Royale Energy, Inc.",Williams Gas,Goddard 2,Northern,Colusa,Goddard,Colusa County,39.1662674,-122.11524963,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120908&config=WellFinder,-182594.5460000001,129855.03669999912
0401120907,Tier 3,Dry Gas,"Royale Energy, Inc.",Williams Gas,Magnum 1,Northern,Colusa,Magnum,Colusa County,39.17825699,-122.1266861,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120907&config=WellFinder,-183551.72949999943,131209.28050000034
0401120902,Tier 4,Dry Gas,"Royale Energy, Inc.",Williams Gas,Morrow 1-7,Northern,Colusa,Morrow,Colusa County,39.16733932,-122.11625671,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120902&config=WellFinder,-182678.80729999952,129976.07780000009
0401120900,Tier 4,Dry Gas,"Royale Energy, Inc.",Lone Star Gas,Northeast Parks 1,Northern,Colusa,Northeast Parks,Colusa County,39.17398834,-122.07250977,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120900&config=WellFinder,-178886.93090000004,130631.43579999916
0401120885,Tier 4,Dry Gas,"Royale Energy, Inc.",Lone Star Gas,Wylie 1,Northern,Colusa,Wylie,Colusa County,39.13132095,-122.08496857,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120885&config=WellFinder,-180066.4098000005,125914.17410000041
0401120869,Tier 3,Dry Gas,"Royale Energy, Inc.",Williams Gas,Goddard 7-1,Northern,Colusa,Goddard,Colusa County,39.16567612,-122.11850739,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120869&config=WellFinder,-182877.1886,129795.6185999997
0401120865,Tier 4,Dry Gas,"Royale Energy, Inc.",Lone Star Gas,Lone Star East 1,Northern,Colusa,Lone Star East,Colusa County,39.1519165,-122.07965088,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120865&config=WellFinder,-179557.01820000075,128192.50390000083
0401120864,Tier 4,Dry Gas,"Royale Energy, Inc.",Lone Star Gas,Lone Star 8,Northern,Colusa,Lone Star,Colusa County,39.1525116,-122.08753204,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120864&config=WellFinder,-180235.9157999996,128273.58070000075
0401120789,Tier 4,Dry Gas,"Royale Energy, Inc.",Lone Star Gas,Gobel 21-1,Northern,Colusa,Gobel,Colusa County,39.1436615,-122.08940887,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120789&config=WellFinder,-180419.60940000042,127293.80110000074
0401120788,Tier 4,Dry Gas,"Royale Energy, Inc.",Lone Star Gas,Parks 9-2,Northern,Colusa,Parks,Colusa County,39.16013336,-122.08364105,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120788&config=WellFinder,-179881.4079,129113.05519999936
0401120673,Tier 4,Dry Gas,"Royale Energy, Inc.",Lone Star Gas,Lone Star 3,Northern,Colusa,Lone Star,Colusa County,39.14562225,-122.09656525,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120673&config=WellFinder,-181032.64460000023,127525.30509999953
0401120671,Tier 4,Dry Gas,"Royale Energy, Inc.",Lone Star Gas,Lone Star 2,Northern,Colusa,Lone Star,Colusa County,39.1375885,-122.10494232,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120671&config=WellFinder,-181775.68920000084,126648.69050000049
0401120665,Tier 4,Dry Gas,"Royale Energy, Inc.",Lone Star Gas,Lone Star 1,Northern,Colusa,Lone Star,Colusa County,39.15086746,-122.09156036,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120665&config=WellFinder,-180587.69439999945,128098.56340000033
0401120564,Tier 2,Dry Gas,"Royale Energy, Inc.",Arbuckle Gas,Tiahrt 1-4,Northern,Colusa,Tiahrt,Colusa County,39.09447098,-122.08431244,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120564&config=WellFinder,-180099.7826000005,121818.40509999916
0401120119,Tier 3,Dry Gas,"Royale Energy, Inc.",Williams Gas,Zumwalt 1,Northern,Colusa,Zumwalt,Colusa County,39.19273376,-122.11688232,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120119&config=WellFinder,-182669.7921999991,132798.84649999999
0401100354,Tier 3,Dry Hole,Wm. P. Jackson,Any Field,1,Northern,Colusa,Unspecified,Colusa County,39.34152603,-122.22360229,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401100354&config=WellFinder,-191489.48310000077,149540.8339000009
0402591487,Tier 4,Geothermal,Drakon Power Group LLC,East Brawley,Orita 2,Southern,Imperial,Private,Imperial County,33.00913,-115.34467,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402591487&config=WellFinder,435301.44260000065,-545322.7396999998
0402591488,Tier 4,Geothermal,Drakon Power Group LLC,East Brawley,Orita 3,Southern,Imperial,Private,Imperial County,33.00905,-115.32674,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402591488&config=WellFinder,436977.08249999955,-545249.1102
0402591490,Tier 4,Geothermal,Drakon Power Group LLC,East Brawley,Orita 4,Southern,Imperial,Private,Imperial County,33.00168,-115.33515,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402591490&config=WellFinder,436231.49329999834,-546103.3399999999
0409390086,Tier 4,Geothermal,"Entiv Organic Energy, LLC",,Entiv 9A,Northern,Siskiyou,Surface USFWS/SLC lease not issued,Siskiyou County,41.91455,-121.637607,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0409390086&config=WellFinder,-136097.18620000035,434130.49569999985
0402591437,Tier 4,Geothermal,NGP Truckhaven LLC,Truckhaven,IAE Truckhaven 1,Southern,Imperial,Surface and mineral State Parks,Imperial County,33.248,-115.9796,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402591437&config=WellFinder,374848.1755999997,-521595.2916000001
0404590042,Tier 5,Geothermal,GEO Operator Corp.,Exploration The Geysers,Bud Taylor 3,Northern,Mendocino,private,Mendocino County,38.85705,-122.91078,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0404590042&config=WellFinder,-252303.8326999992,97323.67750000022
0406500079,Inaccessible,Oil & Gas,Corona Oil Co.,Any Field,1,Southern,Riverside,Unspecified,Corona,33.9067421,-117.58346558,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500079&config=WellFinder,223491.59380000085,-453662.9554000003
0406500063,Inaccessible,Oil & Gas,Arl Oil Co.,Any Field,1,Southern,Riverside,Unspecified,Riverside,33.942224,-117.441315,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500063&config=WellFinder,236528.92969999835,-449384.0412999997
0406500062,Inaccessible,Oil & Gas,Arl Oil Co.,Any Field,1,Southern,Riverside,Unspecified,Riverside,33.95883,-117.447238,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500062&config=WellFinder,235931.94590000063,-447557.59329999983
0405921763,Tier 2,Oil & Gas,Union Oil Company of California,Brea-Olinda,Graham & Loftus 50B,Southern,Orange,Graham & Loftus,Brea,33.918127,-117.847532,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405921763&config=WellFinder,199045.49920000136,-452989.0410000002
0405921624,Inaccessible,Oil & Gas,J. E. O'Donnell,Huntington Beach,2-X1,Southern,Orange,Unspecified,Huntington Beach,33.668331,-118.002724,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405921624&config=WellFinder,185280.22320000082,-480998.40479999967
0405921555,Inaccessible,Oil & Gas,American Oilfield Co.,Any Field,Macomber 1,Southern,Orange,Macomber,Buena Park,33.88413239,-117.99458313,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405921555&config=WellFinder,185529.1446999982,-457056.7232999997
0405921552,Inaccessible,Oil & Gas,Square Deal Syndicate,Huntington Beach,1,Southern,Orange,Unspecified,Huntington Beach,33.711689,-118.000377,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405921552&config=WellFinder,185396.52050000057,-476187.2264999999
0405921548,Tier 3,Oil & Gas,Union Oil Company of California,"Coyote, East",Graham-Loftus 13A,Southern,Orange,Graham-Loftus,Fullerton,33.90460205,-117.87012482,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405921548&config=WellFinder,196990.3317000009,-454535.9165000003
0405921338,Tier 2,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 73,Southern,Orange,Union-Naranjal,Brea,33.91999054,-117.8510437,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405921338&config=WellFinder,198716.13430000097,-452789.7712000003
0405921337,Tier 2,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 72,Southern,Orange,Union-Naranjal,Brea,33.91952896,-117.84892273,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405921337&config=WellFinder,198913.38919999823,-452836.5053000003
0405921324,Tier 3,Oil & Gas,Columbine Associates,Esperanza,Dometal 8,Southern,Orange,Dometal,Yorba Linda,33.89609146,-117.76332855,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405921324&config=WellFinder,206888.24689999968,-455252.1035000002
0405921100,Tier 2,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 71,Southern,Orange,Union-Naranjal,Brea,33.91938782,-117.84890747,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405921100&config=WellFinder,198915.15520000085,-452852.1233999999
0405920953,Tier 2,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 70,Southern,Orange,Union-Naranjal,Brea,33.92013931,-117.85099792,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920953&config=WellFinder,198719.99289999902,-452773.17899999954
0405920952,Tier 2,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 69,Southern,Orange,Union-Naranjal,Brea,33.92010498,-117.85095215,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920952&config=WellFinder,198724.31080000103,-452776.8897000002
0405920907,Tier 2,Water Disposal,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 67,Southern,Orange,Union-Naranjal,Brea,33.91962814,-117.84890747,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920907&config=WellFinder,198914.55050000176,-452825.47580000013
0405920868,Tier 3,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 66,Southern,Orange,Union-Naranjal,Brea,33.91957855,-117.8486557,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920868&config=WellFinder,198937.95270000026,-452830.44629999995
0405920867,Tier 3,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 65,Southern,Orange,Union-Naranjal,Brea,33.91962433,-117.84864807,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920867&config=WellFinder,198938.54289999977,-452825.3540000003
0405920852,Tier 3,Oil & Gas,Yoelin Family Trust,Richfield,Rex M. Cook 1,Southern,Orange,Rex M. Cook,Yorba Linda,33.87650299,-117.82836151,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920852&config=WellFinder,200923.67029999942,-457563.90529999975
0405920845,Tier 3,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 64,Southern,Orange,Union-Naranjal,Brea,33.9193573,-117.84867859,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920845&config=WellFinder,198936.39310000092,-452855.0273000002
0405920769,Tier 2,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 63,Southern,Orange,Union-Naranjal,Brea,33.91977692,-117.8484726,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920769&config=WellFinder,198954.38190000132,-452808.06599999964
0405920744,Tier 3,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 62,Southern,Orange,Union-Naranjal,Brea,33.9200592,-117.85085297,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920744&config=WellFinder,198733.59549999982,-452781.7581000002
0405920698,Tier 3,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 61,Southern,Orange,Union-Naranjal,Brea,33.91981125,-117.84848022,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920698&config=WellFinder,198953.59099999815,-452804.2753999997
